"Gene_Name"	"MutRat_Raw"
"ANK2"	3.48837209302326
"ANK3"	2.32558139534884
"ANKAR"	2.32558139534884
"ANKH"	1.16279069767442
"ANKIB1"	1.16279069767442
"ANKRD17"	1.16279069767442
"ANKRD20A19P"	0
"ANKRD24"	1.16279069767442
"ANKRD26"	1.16279069767442
"ANKRD30B"	1.16279069767442
"ANKRD30BL"	1.16279069767442
"SLF1"	1.16279069767442
"ANKRD34A"	0
"ANKRD34B"	1.16279069767442
"ANKRD35"	1.16279069767442
"ANKRD36BP2"	0
"ANKRD36C"	1.16279069767442
"ANKRD46"	0
"ANKRD50"	1.16279069767442
"ANKRD55"	1.16279069767442
"ANKS3"	1.16279069767442
"ANLN"	1.16279069767442
"ANO5"	1.16279069767442
"ANXA1"	1.16279069767442
"ANXA2R"	1.16279069767442
"AOC3"	0
"AP1AR"	1.16279069767442
"AP1M1"	1.16279069767442
"AP3D1"	1.16279069767442
"APBA2"	1.16279069767442
"APC"	1.16279069767442
"APCDD1L"	1.16279069767442
"APEX1"	1.16279069767442
"APLN"	1.16279069767442
"APLNR"	1.16279069767442
"APOA2"	0
"APOB"	3.48837209302326
"APOBEC3C"	0
"APOL4"	0
"APPBP2"	0
"AQP2"	1.16279069767442
"AQP7"	1.16279069767442
"LVRN"	2.32558139534884
"AR"	0
"ARAP1"	0
"ARAP2"	1.16279069767442
"ARFGEF2"	1.16279069767442
"ARFRP1"	0
"ARGFX"	2.32558139534884
"ARHGAP11A"	1.16279069767442
"ARHGAP15"	2.32558139534884
"ARHGAP21"	1.16279069767442
"ARHGAP29"	0
"ARHGAP35"	1.16279069767442
"ARHGAP36"	0
"ARHGAP4"	0
"ARHGAP44"	1.16279069767442
"ARHGAP6"	1.16279069767442
"ARHGEF18"	1.16279069767442
"ARHGEF28"	1.16279069767442
"ARHGEF40"	2.32558139534884
"ARID1A"	1.16279069767442
"ARID3A"	1.16279069767442
"ARID3B"	0
"ARID3C"	0
"ARID4A"	1.16279069767442
"ARID4B"	0
"ARL11"	1.16279069767442
"ARL4D"	1.16279069767442
"ARMC5"	1.16279069767442
"ARMC8"	1.16279069767442
"ARMCX1"	1.16279069767442
"ARPC1B"	0
"ARPP21"	1.16279069767442
"ARRB2"	1.16279069767442
"ARRDC3"	2.32558139534884
"ASAH2"	1.16279069767442
"ASB10"	1.16279069767442
"ASB11"	0
"ASCC3"	2.32558139534884
"ASIC2"	1.16279069767442
"ASPH"	1.16279069767442
"ASPM"	2.32558139534884
"ASPN"	0
"ASPRV1"	1.16279069767442
"ASXL3"	2.32558139534884
"ATAD2B"	0
"ATAD3C"	0
"ATAD5"	1.16279069767442
"ATF1"	0
"ATF4"	1.16279069767442
"ATF6"	1.16279069767442
"ATF7IP"	2.32558139534884
"ATG2A"	0
"ATM"	3.48837209302326
"ATP10B"	1.16279069767442
"ATP11A"	1.16279069767442
"ATP11C"	1.16279069767442
"ATP13A1"	0
"ATP13A2"	1.16279069767442
"ATP13A4"	0
"ATP13A5"	1.16279069767442
"ATP1A2"	1.16279069767442
"ATP1B4"	1.16279069767442
"ATP2A1"	1.16279069767442
"ATP2A2"	1.16279069767442
"ATP2A3"	1.16279069767442
"ATP2B1"	0
"ATP2B2"	0
"ATP2C2"	2.32558139534884
"ATP5PB"	1.16279069767442
"ATP5MF-PTCD1"	1.16279069767442
"ATP6AP1L"	1.16279069767442
"ATP6V0A1"	1.16279069767442
"ATP6V0A2"	1.16279069767442
"ATP6V0A4"	1.16279069767442
"ATP6V1E1"	0
"ATP8A1"	1.16279069767442
"ATP8A2"	1.16279069767442
"ATP8B2"	1.16279069767442
"ATR"	1.16279069767442
"ATRX"	3.48837209302326
"ATXN2L"	1.16279069767442
"ATXN3L"	1.16279069767442
"ATXN7L3B"	1.16279069767442
"AUTS2"	1.16279069767442
"AVPR1A"	2.32558139534884
"AXL"	1.16279069767442
"B3GALT4"	1.16279069767442
"B4GALT3"	0
"B4GALT5"	1.16279069767442
"BAAT"	1.16279069767442
"BACH1"	1.16279069767442
"BACH2"	1.16279069767442
"ADGRB3"	1.16279069767442
"BAIAP2L2"	1.16279069767442
"BAZ2A"	0
"BBS10"	1.16279069767442
"BBS9"	1.16279069767442
"BCAR1"	1.16279069767442
"BCAT1"	2.32558139534884
"BCHE"	1.16279069767442
"BCL2L1"	1.16279069767442
"BCL2L11"	1.16279069767442
"BCL7B"	1.16279069767442
"BCLAF1"	1.16279069767442
"BCO1"	0
"BCORL1"	1.16279069767442
"BCR"	1.16279069767442
"BDKRB2"	1.16279069767442
"BDNF"	0
"BDP1"	1.16279069767442
"BECN1"	1.16279069767442
"BEGAIN"	1.16279069767442
"BEX2"	0
"BEX4"	0
"BFAR"	1.16279069767442
"BHLHB9"	1.16279069767442
"BICD1"	1.16279069767442
"BIN2"	1.16279069767442
"BIN3"	0
"BLID"	0
"BNC2"	0
"BOLA1"	0
"BPTF"	0
"BRD1"	1.16279069767442
"BRD3"	1.16279069767442
"BRDT"	1.16279069767442
"BRF1"	1.16279069767442
"BRF2"	1.16279069767442
"BRINP1"	1.16279069767442
"BRINP2"	0
"BRPF1"	1.16279069767442
"BSN"	0
"BTAF1"	1.16279069767442
"BTBD11"	0
"BTBD16"	1.16279069767442
"BTBD17"	0
"BTD"	1.16279069767442
"BTNL2"	1.16279069767442
"TSPOAP1"	0
"BZW2"	1.16279069767442
"C10orf105"	0
"LRMDA"	1.16279069767442
"CCDC186"	1.16279069767442
"C10orf120"	1.16279069767442
"JHY"	0
"C11orf88"	0
"LINC01559"	2.32558139534884
"C12orf49"	1.16279069767442
"C12orf56"	0
"C12orf57"	1.16279069767442
"C12orf65"	2.32558139534884
"C12orf77"	0
"DGLUCY"	1.16279069767442
"LINC01551"	0
"C14orf93"	0
"TMEM266"	1.16279069767442
"C15orf54"	0
"BMERB1"	0
"TEDC2"	1.16279069767442
"C16orf71"	1.16279069767442
"C16orf89"	0
"PYCARD-AS1"	1.16279069767442
"HEATR9"	1.16279069767442
"C17orf78"	1.16279069767442
"C18orf25"	1.16279069767442
"C19orf12"	0
"C19orf44"	1.16279069767442
"C1D"	1.16279069767442
"C1orf127"	0
"C1orf141"	0
"C1orf158"	1.16279069767442
"C1orf226"	1.16279069767442
"C1orf87"	1.16279069767442
"C1QTNF1"	0
"C1QTNF7"	0
"C1S"	1.16279069767442
"NOL4L"	0
"CFAP61"	0
"C21orf62"	1.16279069767442
"LINC01547"	1.16279069767442
"C22orf31"	1.16279069767442
"C22orf42"	1.16279069767442
"C2CD3"	1.16279069767442
"C2CD5"	1.16279069767442
"PRR30"	1.16279069767442
"MAB21L4"	1.16279069767442
"PCARE"	0
"C3orf20"	2.32558139534884
"ZGRF1"	0
"C4orf50"	0
"C6"	1.16279069767442
"C6orf118"	0
"BNIP5"	1.16279069767442
"C6orf58"	1.16279069767442
"C7"	1.16279069767442
"LLCFC1"	1.16279069767442
"BMT2"	1.16279069767442
"SPATA48"	1.16279069767442
"C8orf34"	1.16279069767442
"C9"	1.16279069767442
"LINC02872"	0
"CFAP77"	1.16279069767442
"CARNMT1"	1.16279069767442
"C9orf57"	1.16279069767442
"SPACA9"	0
"CA14"	0
"CA5BP1"	0
"CABIN1"	1.16279069767442
"CABLES2"	2.32558139534884
"CACNA1B"	0
"CACNA1C"	1.16279069767442
"CACNA1D"	0
"CACNA1E"	1.16279069767442
"CACNA1F"	1.16279069767442
"CACNA1H"	1.16279069767442
"CACNA1I"	1.16279069767442
"CACNA1S"	1.16279069767442
"CACNA2D1"	1.16279069767442
"CACNB3"	1.16279069767442
"CACNG3"	0
"CADM1"	0
"CADM3"	1.16279069767442
"CADPS"	1.16279069767442
"CADPS2"	2.32558139534884
"CALB2"	1.16279069767442
"CALD1"	0
"CAMK4"	0
"CAMKV"	0
"CAMTA1"	0
"CAND1"	1.16279069767442
"CANX"	1.16279069767442
"CAPG"	0
"CAPN14"	1.16279069767442
"CAPN2"	1.16279069767442
"CAPN6"	1.16279069767442
"CAPNS2"	0
"CAPRIN1"	2.32558139534884
"CAPZA2"	1.16279069767442
"CARD11"	1.16279069767442
"CARD14"	1.16279069767442
"NAXD"	0
"CARS1"	0
"CASP9"	0
"CASR"	1.16279069767442
"CASS4"	1.16279069767442
"CATSPERG"	0
"CBX8"	1.16279069767442
"CCAR2"	1.16279069767442
"CCDC120"	1.16279069767442
"CCDC121"	1.16279069767442
"CCDC13"	0
"CCDC14"	0
"CCDC140"	0
"CCDC142"	1.16279069767442
"CCDC144A"	1.16279069767442
"CFAP58"	1.16279069767442
"CCDC149"	1.16279069767442
"CCDC168"	2.32558139534884
"CCDC171"	1.16279069767442
"CCDC22"	0
"CCDC39"	1.16279069767442
"CEP83"	0
"WASHC3"	1.16279069767442
"CCDC54"	1.16279069767442
"CCDC62"	1.16279069767442
"DEUP1"	1.16279069767442
"CCDC73"	1.16279069767442
"CCDC74B"	0
"CCDC77"	1.16279069767442
"CCDC8"	0
"CCDC81"	1.16279069767442
"CCDC88A"	1.16279069767442
"CCDC88B"	1.16279069767442
"CCDC88C"	1.16279069767442
"CCL11"	1.16279069767442
"CCNF"	1.16279069767442
"CCNL2"	0
"CCP110"	1.16279069767442
"CCR3"	1.16279069767442
"NOCT"	1.16279069767442
"CCS"	0
"CCT3"	0
"CCT8L2"	0
"CD163L1"	2.32558139534884
"CD1A"	1.16279069767442
"CD1C"	1.16279069767442
"CD1E"	1.16279069767442
"CD209"	1.16279069767442
"CD300A"	1.16279069767442
"CD300LG"	0
"CD320"	1.16279069767442
"CD63"	1.16279069767442
"CD83"	1.16279069767442
"CD9"	1.16279069767442
"CD93"	1.16279069767442
"ADGRE5"	1.16279069767442
"CDC16"	1.16279069767442
"CDC34"	0
"CDC37"	1.16279069767442
"CDC37L1"	0
"CDC42EP2"	0
"CDC42EP4"	0
"CDC7"	1.16279069767442
"CDC73"	2.32558139534884
"CDCA4"	0
"CDCP1"	2.32558139534884
"CDH1"	1.16279069767442
"CDH12"	1.16279069767442
"CDH13"	0
"CDH16"	1.16279069767442
"CDH23"	1.16279069767442
"CDH4"	3.48837209302326
"CDH8"	0
"CDH9"	0
"CDHR2"	1.16279069767442
"CDHR5"	1.16279069767442
"CDIPT"	1.16279069767442
"CDKL1"	0
"CDKL3"	1.16279069767442
"CDKL5"	3.48837209302326
"CDKN2B"	0
"CDO1"	0
"CDR1"	1.16279069767442
"CDS2"	0
"CDT1"	1.16279069767442
"CDX1"	0
"CDX4"	1.16279069767442
"CEACAM20"	0
"CECR2"	1.16279069767442
"CEL"	1.16279069767442
"CELA3B"	0
"CELF1"	1.16279069767442
"CENPF"	0
"CENPH"	0
"CENPI"	0
"CENPL"	0
"CENPQ"	1.16279069767442
"CEP104"	1.16279069767442
"CEP128"	2.32558139534884
"CEP152"	1.16279069767442
"CEP290"	1.16279069767442
"CEP350"	2.32558139534884
"CEP70"	1.16279069767442
"CER1"	0
"CERS3"	1.16279069767442
"CFH"	0
"CFTR"	1.16279069767442
"CGB1"	0
"CGN"	0
"CHAF1A"	1.16279069767442
"CHAF1B"	1.16279069767442
"CHCHD4"	1.16279069767442
"CHD2"	2.32558139534884
"CHD3"	1.16279069767442
"CHD7"	1.16279069767442
"CHD9"	1.16279069767442
"CHEK2"	1.16279069767442
"CHKB"	1.16279069767442
"CHL1"	1.16279069767442
"CHMP2B"	0
"CHMP3"	1.16279069767442
"CHMP4C"	2.32558139534884
"CHN2"	0
"CHRNA3"	1.16279069767442
"CHRNA5"	1.16279069767442
"CHRNB2"	1.16279069767442
"CHRNB3"	1.16279069767442
"CHST5"	1.16279069767442
"CHST8"	1.16279069767442
"CHST9"	1.16279069767442
"CHSY3"	1.16279069767442
"CIC"	1.16279069767442
"CIDEA"	1.16279069767442
"CKM"	1.16279069767442
"CKMT2"	1.16279069767442
"CLASP1"	1.16279069767442
"CLCA4"	0
"CLCN1"	1.16279069767442
"CLCN2"	1.16279069767442
"CLDN1"	1.16279069767442
"CLEC1A"	1.16279069767442
"CLEC4C"	1.16279069767442
"CLIP1"	1.16279069767442
"CLK1"	2.32558139534884
"CLK2"	1.16279069767442
"CLPTM1L"	1.16279069767442
"CLSTN2"	1.16279069767442
"CLTB"	1.16279069767442
"CLU"	0
"CMC2"	1.16279069767442
"CMTM1"	0
"CMYA5"	4.65116279069767
"CNBD1"	1.16279069767442
"CNBD2"	1.16279069767442
"CNEP1R1"	1.16279069767442
"CNGA2"	1.16279069767442
"CNGB3"	1.16279069767442
"CNNM4"	0
"CNPY2"	1.16279069767442
"CNTD1"	1.16279069767442
"CNTN3"	2.32558139534884
"CNTN5"	3.48837209302326
"CNTNAP2"	0
"CNTNAP5"	5.81395348837209
"CNTROB"	1.16279069767442
"COBL"	0
"COG3"	1.16279069767442
"COL11A1"	1.16279069767442
"COL14A1"	1.16279069767442
"COL19A1"	1.16279069767442
"COL1A1"	1.16279069767442
"COL1A2"	1.16279069767442
"COL20A1"	2.32558139534884
"COL21A1"	0
"COL22A1"	1.16279069767442
"COL25A1"	1.16279069767442
"COL27A1"	0
"COL4A5"	0
"COL4A6"	2.32558139534884
"COL5A1"	1.16279069767442
"COL5A2"	2.32558139534884
"COL6A5"	2.32558139534884
"COL6A6"	1.16279069767442
"COL7A1"	1.16279069767442
"COL9A3"	0
"COLEC12"	0
"COPB2"	1.16279069767442
"CORIN"	1.16279069767442
"CORO1C"	1.16279069767442
"COX4I1"	1.16279069767442
"COX6A2"	0
"COX6B1"	1.16279069767442
"CP"	1.16279069767442
"CPA1"	0
"CPNE3"	1.16279069767442
"CPNE9"	1.16279069767442
"CPSF3"	1.16279069767442
"CPSF6"	1.16279069767442
"CPXM2"	1.16279069767442
"CR2"	1.16279069767442
"CRAMP1"	0
"CRB1"	1.16279069767442
"CREB3L1"	1.16279069767442
"CREB3L3"	2.32558139534884
"CRELD2"	1.16279069767442
"CRHR1"	0
"CRIM1"	3.48837209302326
"CRISPLD1"	1.16279069767442
"CROCCP2"	0
"CRTC3"	1.16279069767442
"CRYAB"	1.16279069767442
"CRYBG3"	1.16279069767442
"CS"	0
"CSAD"	1.16279069767442
"CSDE1"	1.16279069767442
"CSF2RA"	1.16279069767442
"CSF2RB"	1.16279069767442
"CSMD1"	2.32558139534884
"CSMD2"	1.16279069767442
"CSMD3"	1.16279069767442
"CSN1S1"	1.16279069767442
"CSNK1D"	0
"CSNK1G1"	1.16279069767442
"CSNK2A2"	0
"CSPG4"	1.16279069767442
"CST1"	1.16279069767442
"CST9"	1.16279069767442
"CT47B1"	1.16279069767442
"MIA2"	1.16279069767442
"CTBS"	1.16279069767442
"CTCFL"	2.32558139534884
"CTD-2168K21.2"	0
"CTD-2303H24.2"	0
"CTDSP2"	1.16279069767442
"CTH"	1.16279069767442
"CTLA4"	1.16279069767442
"CTNNB1"	15.1162790697674
"CTNND2"	2.32558139534884
"CTR9"	1.16279069767442
"CTRL"	1.16279069767442
"CTSC"	1.16279069767442
"CTSD"	1.16279069767442
"CTSL"	1.16279069767442
"CUBN"	1.16279069767442
"CUL9"	1.16279069767442
"CUX1"	2.32558139534884
"CUX2"	0
"CXCL9"	1.16279069767442
"CXorf21"	0
"CFAP47"	1.16279069767442
"CXorf38"	1.16279069767442
"EZHIP"	0
"CYFIP1"	1.16279069767442
"CYFIP2"	1.16279069767442
"CYLC1"	0
"CYP11A1"	0
"CYP20A1"	1.16279069767442
"CYP21A2"	0
"CYP2B6"	1.16279069767442
"CYP2C8"	0
"CYP2U1"	1.16279069767442
"CYP4A22"	2.32558139534884
"CYP4F8"	0
"CYSLTR2"	1.16279069767442
"DAAM1"	2.32558139534884
"DAAM2"	0
"DAB1"	0
"DAB2"	1.16279069767442
"DACH2"	1.16279069767442
"DACT1"	1.16279069767442
"DAGLB"	0
"DAO"	1.16279069767442
"DAXX"	2.32558139534884
"DBI"	0
"DBN1"	1.16279069767442
"DCAF4L1"	0
"DCAF8L1"	1.16279069767442
"DCC"	0
"DCDC1"	0
"DCLK1"	1.16279069767442
"DCP1B"	0
"DCST1"	0
"DCTN1"	0
"DDHD1"	1.16279069767442
"DDO"	1.16279069767442
"DDR1"	1.16279069767442
"DDRGK1"	0
"DDX18"	2.32558139534884
"DDX39A"	1.16279069767442
"DDX47"	1.16279069767442
"DDX53"	1.16279069767442
"DDX60L"	1.16279069767442
"DEC1"	1.16279069767442
"DECR2"	1.16279069767442
"DEFB135"	1.16279069767442
"DENND2C"	1.16279069767442
"DENND4B"	1.16279069767442
"DENND6A"	0
"DES"	1.16279069767442
"DFFA"	0
"WHRN"	2.32558139534884
"DGAT2L6"	1.16279069767442
"DGCR8"	1.16279069767442
"DGKD"	1.16279069767442
"DGKH"	1.16279069767442
"DHCR7"	1.16279069767442
"DHH"	0
"DHRS9"	1.16279069767442
"DHX57"	1.16279069767442
"DIAPH2"	1.16279069767442
"DICER1"	1.16279069767442
"DIDO1"	1.16279069767442
"DIO3"	1.16279069767442
"DKC1"	1.16279069767442
"DLC1"	1.16279069767442
"DLEC1"	2.32558139534884
"DLG2"	1.16279069767442
"DLGAP2"	0
"DLGAP3"	1.16279069767442
"DLX1"	1.16279069767442
"DMAP1"	2.32558139534884
"DMD"	1.16279069767442
"DMRT2"	0
"DMRTC2"	1.16279069767442
"DMXL2"	1.16279069767442
"DNA2"	0
"DNAH1"	1.16279069767442
"DNAH10"	1.16279069767442
"DNAH11"	1.16279069767442
"DNAH14"	1.16279069767442
"DNAH17"	2.32558139534884
"DNAH3"	3.48837209302326
"DNAH5"	4.65116279069767
"DNAH6"	2.32558139534884
"DNAH7"	1.16279069767442
"DNAJA2"	1.16279069767442
"DNAJA3"	1.16279069767442
"DNAJC12"	0
"DNAJC13"	2.32558139534884
"DNAJC14"	1.16279069767442
"DNAJC9"	0
"DNASE1"	1.16279069767442
"DNASE1L3"	0
"DNHD1"	2.32558139534884
"DNMT1"	0
"DNMT3A"	0
"DNMT3B"	1.16279069767442
"DNMT3L"	1.16279069767442
"DNPEP"	1.16279069767442
"DOCK1"	1.16279069767442
"DOCK10"	1.16279069767442
"DOCK2"	2.32558139534884
"DOP1A"	1.16279069767442
"DOT1L"	0
"MUCL3"	1.16279069767442
"DPP10"	0
"DPP3"	1.16279069767442
"DPPA2"	1.16279069767442
"DPPA3P2"	0
"DPRX"	0
"DPY19L2P3"	0
"DPYD"	2.32558139534884
"DROSHA"	1.16279069767442
"DSC2"	3.48837209302326
"DSCAM"	1.16279069767442
"DSEL"	0
"DSG1"	2.32558139534884
"DSG2"	0
"DSG4"	1.16279069767442
"DST"	2.32558139534884
"DTHD1"	2.32558139534884
"DTL"	1.16279069767442
"DUOX2"	1.16279069767442
"DUSP12"	1.16279069767442
"DUSP6"	1.16279069767442
"DYNC1H1"	1.16279069767442
"DYNLT3"	0
"DYRK2"	0
"DZIP3"	1.16279069767442
"E2F3"	1.16279069767442
"EBF2"	0
"EBF3"	0
"ECE1"	1.16279069767442
"ECEL1"	1.16279069767442
"ECI1"	1.16279069767442
"ECI2"	1.16279069767442
"ECT2L"	1.16279069767442
"EDRF1"	1.16279069767442
"EEA1"	2.32558139534884
"EEF1A1"	1.16279069767442
"EEF2"	1.16279069767442
"CRACR2A"	2.32558139534884
"EFCAB8"	1.16279069767442
"EFHD1"	0
"EGFLAM"	2.32558139534884
"EGFR"	1.16279069767442
"EGR2"	1.16279069767442
"EGR3"	1.16279069767442
"EHD3"	0
"EHMT2"	2.32558139534884
"EIF1"	1.16279069767442
"EIF2D"	1.16279069767442
"EIF3M"	0
"EIF4G1"	0
"EIF5AL1"	1.16279069767442
"ELAVL2"	0
"ELAVL4"	0
"ELK4"	1.16279069767442
"ELL2"	0
"ELL3"	1.16279069767442
"ELMO3"	1.16279069767442
"MIDEAS"	1.16279069767442
"ELN"	0
"ELOVL7"	0
"EME2"	0
"EML1"	1.16279069767442
"EML3"	1.16279069767442
"EML6"	1.16279069767442
"ADGRE1"	0
"ADGRE2"	1.16279069767442
"ENAM"	1.16279069767442
"ENC1"	1.16279069767442
"ENKD1"	1.16279069767442
"ENO2"	1.16279069767442
"ENO4"	0
"ENPEP"	2.32558139534884
"ENPP2"	1.16279069767442
"ENPP3"	0
"ENTHD1"	0
"ENTPD4"	2.32558139534884
"EPB41"	1.16279069767442
"EPB41L1"	0
"EPB41L5"	1.16279069767442
"EPDR1"	0
"EPHA1"	1.16279069767442
"EPHA10"	1.16279069767442
"EPHA8"	1.16279069767442
"EPHB1"	1.16279069767442
"EPHB3"	1.16279069767442
"EPHB4"	1.16279069767442
"EPHX1"	1.16279069767442
"EPN3"	1.16279069767442
"EPRS1"	2.32558139534884
"EPS8"	1.16279069767442
"ERBB4"	1.16279069767442
"ERCC1"	1.16279069767442
"ERCC6"	1.16279069767442
"ERCC6-PGBD3"	1.16279069767442
"ERCC6L2"	0
"ERF"	1.16279069767442
"ERGIC1"	0
"ERGIC3"	0
"ERI2"	0
"ERICH1"	1.16279069767442
"ERN2"	0
"ESAM"	1.16279069767442
"ESPL1"	0
"ESPN"	1.16279069767442
"ESYT2"	1.16279069767442
"ETS2"	1.16279069767442
"EVI5L"	1.16279069767442
"EVPL"	2.32558139534884
"EVPLL"	0
"EXD1"	1.16279069767442
"EXD2"	2.32558139534884
"EXOC1"	0
"EXOC4"	0
"EXPH5"	2.32558139534884
"EXT1"	1.16279069767442
"EYA1"	1.16279069767442
"EYS"	3.48837209302326
"F13A1"	1.16279069767442
"F13B"	0
"F5"	1.16279069767442
"FABP2"	1.16279069767442
"FADD"	2.32558139534884
"RFLNA"	1.16279069767442
"FAM110B"	0
"FAM114A2"	1.16279069767442
"FAM120A"	1.16279069767442
"FAM124B"	1.16279069767442
"FAM133A"	0
"SAXO1"	1.16279069767442
"FAM160A1"	1.16279069767442
"FAM161B"	1.16279069767442
"FAM167A"	1.16279069767442
"FAM170A"	1.16279069767442
"FAM171A1"	1.16279069767442
"FAM171B"	1.16279069767442
"FAM172A"	0
"ATPSCKMT"	1.16279069767442
"SLF2"	1.16279069767442
"TOGARAM1"	0
"FAM183BP"	1.16279069767442
"FAM185A"	0
"FAM186B"	0
"FAM189A1"	1.16279069767442
"FAM193B"	0
"TAFA5"	1.16279069767442
"TASOR"	1.16279069767442
"INKA1"	0
"FAM27E5"	0
"SHLD2"	0
"FAM3D"	1.16279069767442
"FAM43A"	1.16279069767442
"FAM43B"	0
"DENND10"	1.16279069767442
"TENT5A"	0
"TENT5C"	0
"FAM47A"	1.16279069767442
"FAM47C"	1.16279069767442
"MINDY2"	1.16279069767442
"DIPK1B"	0
"LRATD1"	0
"FAM86EP"	0
"FAM9A"	2.32558139534884
"FANCI"	1.16279069767442
"FANCM"	1.16279069767442
"FANK1"	0
"FARP2"	0
"FASN"	1.16279069767442
"FAT1"	1.16279069767442
"FAT3"	2.32558139534884
"FAT4"	1.16279069767442
"FATE1"	0
"FAXC"	1.16279069767442
"FBLN7"	1.16279069767442
"FBN2"	4.65116279069767
"FBN3"	2.32558139534884
"FBP2"	0
"FBRS"	2.32558139534884
"FBXL21P"	0
"FBXO10"	1.16279069767442
"FBXO11"	1.16279069767442
"FBXO16"	1.16279069767442
"FBH1"	1.16279069767442
"FBXO34"	1.16279069767442
"FBXO38"	1.16279069767442
"FBXO42"	1.16279069767442
"FBXO6"	1.16279069767442
"FBXO8"	2.32558139534884
"FBXO9"	1.16279069767442
"FBXW12"	0
"FBXW4"	1.16279069767442
"FBXW7"	0
"FBXW8"	1.16279069767442
"FCHO1"	1.16279069767442
"FCHSD2"	0
"FCN2"	0
"FCRL2"	1.16279069767442
"FCRL5"	1.16279069767442
"FDFT1"	1.16279069767442
"FDXR"	2.32558139534884
"FER1L6"	0
"FFAR1"	1.16279069767442
"FGF3"	1.16279069767442
"FGFBP2"	1.16279069767442
"CEP43"	1.16279069767442
"FHAD1"	1.16279069767442
"FHDC1"	0
"FHL1"	0
"FHOD3"	0
"FILIP1"	1.16279069767442
"FILIP1L"	1.16279069767442
"FKBP10"	1.16279069767442
"FKBP4"	2.32558139534884
"FKBPL"	1.16279069767442
"FKRP"	0
"FLCN"	1.16279069767442
"FLG"	2.32558139534884
"FLG2"	1.16279069767442
"FLI1"	1.16279069767442
"FLJ45079"	1.16279069767442
"FLNA"	1.16279069767442
"FLNB"	0
"FLNC"	1.16279069767442
"FLRT2"	0
